date,state,vehicle_class,vehicle_category,vehicle_type,ev_sales_quantity
2014-01-01,"Andhra Pradesh","ADAPTED VEHICLE",Others,Others,0
2014-01-01,"Andhra Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"Andhra Pradesh",AMBULANCE,Others,Others,0
2014-01-01,"Andhra Pradesh","ARTICULATED VEHICLE",Others,Others,0
2014-01-01,"Andhra Pradesh",BUS,Bus,Bus,0
2014-01-01,"Andhra Pradesh","CASH VAN",Others,Others,0
2014-01-01,"Andhra Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,"Andhra Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,"Andhra Pradesh","EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Andhra Pradesh","FORK LIFT",Others,Others,0
2014-01-01,"Andhra Pradesh","GOODS CARRIER",Others,Others,0
2014-01-01,"Andhra Pradesh",HARVESTER,Others,Others,0
2014-01-01,"Andhra Pradesh","MAXI CAB",Others,Others,0
2014-01-01,"Andhra Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014-01-01,"Andhra Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Andhra Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,"Andhra Pradesh","OMNI BUS",Bus,Bus,0
2014-01-01,"Andhra Pradesh","PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,"Andhra Pradesh","RECOVERY VEHICLE",Others,Others,0
2014-01-01,"Andhra Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"Andhra Pradesh","TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Andhra Pradesh","TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,"Andhra Pradesh","TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,"Andhra Pradesh","TRAILER FOR PERSONAL USE",Others,Others,0
2014-01-01,"Andhra Pradesh","VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,"Arunachal Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"Arunachal Pradesh",BUS,Bus,Bus,0
2014-01-01,"Arunachal Pradesh","CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,"Arunachal Pradesh","CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2014-01-01,"Arunachal Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,"Arunachal Pradesh",DUMPER,Others,Others,0
2014-01-01,"Arunachal Pradesh","EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Arunachal Pradesh","EXCAVATOR (NT)",Others,Others,0
2014-01-01,"Arunachal Pradesh","GOODS CARRIER",Others,Others,0
2014-01-01,"Arunachal Pradesh","MAXI CAB",Others,Others,0
2014-01-01,"Arunachal Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,"Arunachal Pradesh",MOPED,2-Wheelers,2W_Personal,0
2014-01-01,"Arunachal Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Arunachal Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,"Arunachal Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"Arunachal Pradesh","THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,"Arunachal Pradesh","TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Arunachal Pradesh","TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Assam,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Assam,AMBULANCE,Others,Others,0
2014-01-01,Assam,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Assam,BUS,Bus,Bus,0
2014-01-01,Assam,"CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,Assam,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Assam,DUMPER,Others,Others,0
2014-01-01,Assam,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Assam,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Assam,"GOODS CARRIER",Others,Others,0
2014-01-01,Assam,"MAXI CAB",Others,Others,0
2014-01-01,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Assam,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Assam,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Assam,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Assam,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Assam,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Assam,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Assam,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Assam,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,"Andaman & Nicobar Island",BUS,Bus,Bus,0
2014-01-01,"Andaman & Nicobar Island","EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,"Andaman & Nicobar Island","GOODS CARRIER",Others,Others,0
2014-01-01,"Andaman & Nicobar Island",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,"Andaman & Nicobar Island",MOPED,2-Wheelers,2W_Personal,0
2014-01-01,"Andaman & Nicobar Island","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Andaman & Nicobar Island","MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,"Andaman & Nicobar Island","MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,"Andaman & Nicobar Island","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Bihar,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Bihar,BUS,Bus,Bus,0
2014-01-01,Bihar,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Bihar,"GOODS CARRIER",Others,Others,0
2014-01-01,Bihar,HARVESTER,Others,Others,0
2014-01-01,Bihar,"MAXI CAB",Others,Others,0
2014-01-01,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Bihar,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Bihar,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Bihar,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Bihar,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Bihar,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,Bihar,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Bihar,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Bihar,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Bihar,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Chhattisgarh,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Chhattisgarh,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Chhattisgarh,AMBULANCE,Others,Others,0
2014-01-01,Chhattisgarh,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Chhattisgarh,BUS,Bus,Bus,0
2014-01-01,Chhattisgarh,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Chhattisgarh,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Chhattisgarh,DUMPER,Others,Others,0
2014-01-01,Chhattisgarh,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Chhattisgarh,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Chhattisgarh,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Chhattisgarh,"GOODS CARRIER",Others,Others,0
2014-01-01,Chhattisgarh,HARVESTER,Others,Others,0
2014-01-01,Chhattisgarh,"MAXI CAB",Others,Others,0
2014-01-01,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10
2014-01-01,Chhattisgarh,"MOBILE WORKSHOP",Others,Others,0
2014-01-01,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Chhattisgarh,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Chhattisgarh,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Chhattisgarh,"OMNI BUS",Bus,Bus,0
2014-01-01,Chhattisgarh,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Chhattisgarh,"PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,Chhattisgarh,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Chhattisgarh,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Chhattisgarh,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Chhattisgarh,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Chhattisgarh,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Chhattisgarh,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Chhattisgarh,"VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Chandigarh,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Chandigarh,AMBULANCE,Others,Others,0
2014-01-01,Chandigarh,BUS,Bus,Bus,0
2014-01-01,Chandigarh,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Chandigarh,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Chandigarh,"GOODS CARRIER",Others,Others,0
2014-01-01,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Chandigarh,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Chandigarh,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Chandigarh,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Chandigarh,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Chandigarh,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Chandigarh,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,"DNH and DD","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"DNH and DD",AMBULANCE,Others,Others,0
2014-01-01,"DNH and DD","CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2014-01-01,"DNH and DD","CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,"DNH and DD","EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,"DNH and DD","EXCAVATOR (NT)",Others,Others,0
2014-01-01,"DNH and DD","FORK LIFT",Others,Others,0
2014-01-01,"DNH and DD","GOODS CARRIER",Others,Others,0
2014-01-01,"DNH and DD","MAXI CAB",Others,Others,0
2014-01-01,"DNH and DD",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,"DNH and DD",MOPED,2-Wheelers,2W_Personal,0
2014-01-01,"DNH and DD","MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,"DNH and DD","OMNI BUS",Bus,Bus,0
2014-01-01,"DNH and DD","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"DNH and DD","TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Delhi,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Delhi,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Delhi,AMBULANCE,Others,Others,0
2014-01-01,Delhi,BUS,Bus,Bus,0
2014-01-01,Delhi,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Delhi,"GOODS CARRIER",Others,Others,0
2014-01-01,Delhi,"LUXURY CAB",4-Wheelers,4W_Shared,0
2014-01-01,Delhi,"MAXI CAB",Others,Others,0
2014-01-01,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014-01-01,Delhi,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Delhi,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Delhi,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Delhi,"MOTOR CAR",4-Wheelers,4W_Personal,5
2014-01-01,Delhi,"RECOVERY VEHICLE",Others,Others,0
2014-01-01,Delhi,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Delhi,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Delhi,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Goa,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Goa,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Goa,BUS,Bus,Bus,0
2014-01-01,Goa,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Goa,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Goa,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Goa,"GOODS CARRIER",Others,Others,0
2014-01-01,Goa,"MAXI CAB",Others,Others,0
2014-01-01,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Goa,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Goa,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Goa,"MOTOR CAR",4-Wheelers,4W_Personal,1
2014-01-01,Goa,"MOTOR CYCLE/SCOOTER-SIDECAR(T)",Others,Others,0
2014-01-01,Goa,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,Goa,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Goa,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Gujarat,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Gujarat,"AGRICULTURAL TRACTOR",Others,Others,1
2014-01-01,Gujarat,AMBULANCE,Others,Others,0
2014-01-01,Gujarat,"ANIMAL AMBULANCE",Others,Others,0
2014-01-01,Gujarat,"BREAKDOWN VAN",Others,Others,0
2014-01-01,Gujarat,BUS,Bus,Bus,0
2014-01-01,Gujarat,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2014-01-01,Gujarat,"CASH VAN",Others,Others,0
2014-01-01,Gujarat,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Gujarat,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Gujarat,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Gujarat,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Gujarat,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Gujarat,"FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,Gujarat,"FORK LIFT",Others,Others,1
2014-01-01,Gujarat,"GOODS CARRIER",Others,Others,0
2014-01-01,Gujarat,HARVESTER,Others,Others,0
2014-01-01,Gujarat,"MAXI CAB",Others,Others,0
2014-01-01,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,14
2014-01-01,Gujarat,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Gujarat,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Gujarat,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Gujarat,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,Gujarat,"OMNI BUS",Bus,Bus,0
2014-01-01,Gujarat,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Gujarat,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Gujarat,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Gujarat,"TOW TRUCK",Others,Others,0
2014-01-01,Gujarat,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Gujarat,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2014-01-01,Gujarat,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Gujarat,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Gujarat,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Gujarat,"VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,"Himachal Pradesh","ADAPTED VEHICLE",Others,Others,0
2014-01-01,"Himachal Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"Himachal Pradesh",AMBULANCE,Others,Others,0
2014-01-01,"Himachal Pradesh",BUS,Bus,Bus,0
2014-01-01,"Himachal Pradesh","EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,"Himachal Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,"Himachal Pradesh","EXCAVATOR (NT)",Others,Others,0
2014-01-01,"Himachal Pradesh","GOODS CARRIER",Others,Others,0
2014-01-01,"Himachal Pradesh","MAXI CAB",Others,Others,0
2014-01-01,"Himachal Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,"Himachal Pradesh",MOPED,2-Wheelers,2W_Personal,0
2014-01-01,"Himachal Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Himachal Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,1
2014-01-01,"Himachal Pradesh","OMNI BUS",Bus,Bus,0
2014-01-01,"Himachal Pradesh","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,"Himachal Pradesh","PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,"Himachal Pradesh","PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,"Himachal Pradesh","RECOVERY VEHICLE",Others,Others,0
2014-01-01,"Himachal Pradesh","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,"Himachal Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"Himachal Pradesh","TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Haryana,"AGRICULTURAL TRACTOR",Others,Others,1
2014-01-01,Haryana,AMBULANCE,Others,Others,0
2014-01-01,Haryana,BULLDOZER,Others,Others,0
2014-01-01,Haryana,BUS,Bus,Bus,0
2014-01-01,Haryana,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Haryana,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2014-01-01,Haryana,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Haryana,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Haryana,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Haryana,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Haryana,"FORK LIFT",Others,Others,0
2014-01-01,Haryana,"GOODS CARRIER",Others,Others,0
2014-01-01,Haryana,HARVESTER,Others,Others,0
2014-01-01,Haryana,HEARSES,Others,Others,0
2014-01-01,Haryana,"MAXI CAB",Others,Others,0
2014-01-01,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Haryana,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Haryana,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Haryana,"MOTOR CAR",4-Wheelers,4W_Personal,1
2014-01-01,Haryana,"OMNI BUS",Bus,Bus,0
2014-01-01,Haryana,"RECOVERY VEHICLE",Others,Others,0
2014-01-01,Haryana,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Haryana,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Haryana,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Jharkhand,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Jharkhand,AMBULANCE,Others,Others,0
2014-01-01,Jharkhand,BUS,Bus,Bus,0
2014-01-01,Jharkhand,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2014-01-01,Jharkhand,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Jharkhand,"GOODS CARRIER",Others,Others,0
2014-01-01,Jharkhand,"MAXI CAB",Others,Others,0
2014-01-01,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Jharkhand,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Jharkhand,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Jharkhand,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Jharkhand,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Jharkhand,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Jharkhand,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,1
2014-01-01,Jharkhand,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Jharkhand,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2014-01-01,Jharkhand,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Jharkhand,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Karnataka,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Karnataka,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Karnataka,AMBULANCE,Others,Others,0
2014-01-01,Karnataka,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Karnataka,BUS,Bus,Bus,0
2014-01-01,Karnataka,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Karnataka,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2014-01-01,Karnataka,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Karnataka,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Karnataka,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Karnataka,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Karnataka,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Karnataka,"FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,Karnataka,"GOODS CARRIER",Others,Others,0
2014-01-01,Karnataka,HARVESTER,Others,Others,0
2014-01-01,Karnataka,"MAXI CAB",Others,Others,0
2014-01-01,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,18
2014-01-01,Karnataka,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Karnataka,"MOBILE CLINIC",Others,Others,0
2014-01-01,Karnataka,MOPED,2-Wheelers,2W_Personal,6
2014-01-01,Karnataka,"MOTOR CAB",4-Wheelers,4W_Shared,1
2014-01-01,Karnataka,"MOTOR CAR",4-Wheelers,4W_Personal,19
2014-01-01,Karnataka,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,Karnataka,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2014-01-01,Karnataka,"OMNI BUS",Bus,Bus,0
2014-01-01,Karnataka,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Karnataka,"POWER TILLER",Others,Others,0
2014-01-01,Karnataka,"POWER TILLER (COMMERCIAL)",Others,Others,0
2014-01-01,Karnataka,"PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,Karnataka,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,Karnataka,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Karnataka,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Karnataka,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Karnataka,"TOW TRUCK",Others,Others,0
2014-01-01,Karnataka,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Karnataka,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Karnataka,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Karnataka,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Karnataka,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2014-01-01,Karnataka,"VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Kerala,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Kerala,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Kerala,AMBULANCE,Others,Others,0
2014-01-01,Kerala,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Kerala,"BREAKDOWN VAN",Others,Others,0
2014-01-01,Kerala,BUS,Bus,Bus,0
2014-01-01,Kerala,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2014-01-01,Kerala,"CASH VAN",Others,Others,0
2014-01-01,Kerala,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Kerala,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Kerala,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Kerala,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Kerala,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Kerala,"GOODS CARRIER",Others,Others,0
2014-01-01,Kerala,HEARSES,Others,Others,0
2014-01-01,Kerala,"LIBRARY VAN",Others,Others,0
2014-01-01,Kerala,"MAXI CAB",Others,Others,0
2014-01-01,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2014-01-01,Kerala,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Kerala,"MOTOR CAR",4-Wheelers,4W_Personal,1
2014-01-01,Kerala,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Kerala,"PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,Kerala,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,Kerala,"RECOVERY VEHICLE",Others,Others,0
2014-01-01,Kerala,"ROAD ROLLER",Others,Others,0
2014-01-01,Kerala,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Kerala,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Kerala,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Kerala,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Kerala,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2014-01-01,Ladakh,"GOODS CARRIER",Others,Others,0
2014-01-01,Ladakh,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Ladakh,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Maharashtra,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Maharashtra,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Maharashtra,AMBULANCE,Others,Others,0
2014-01-01,Maharashtra,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Maharashtra,BUS,Bus,Bus,0
