date,state,vehicle_class,vehicle_category,vehicle_type,ev_sales_quantity
2023-01-06,"Jammu and Kashmir","AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,"Jammu and Kashmir",AMBULANCE,Others,Others,0
2023-01-06,"Jammu and Kashmir","ARMOURED/SPECIALISED VEHICLE",Others,Others,0
2023-01-06,"Jammu and Kashmir",BUS,Bus,Bus,0
2023-01-06,"Jammu and Kashmir","CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,"Jammu and Kashmir","CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2023-01-06,"Jammu and Kashmir","CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,"Jammu and Kashmir",DUMPER,Others,Others,0
2023-01-06,"Jammu and Kashmir","EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,"Jammu and Kashmir","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,"Jammu and Kashmir",E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,415
2023-01-06,"Jammu and Kashmir","E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,8
2023-01-06,"Jammu and Kashmir","EXCAVATOR (COMMERCIAL)",Others,Others,0
2023-01-06,"Jammu and Kashmir","GOODS CARRIER",Others,Others,0
2023-01-06,"Jammu and Kashmir","LUXURY CAB",4-Wheelers,4W_Shared,0
2023-01-06,"Jammu and Kashmir","MAXI CAB",Others,Others,0
2023-01-06,"Jammu and Kashmir",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,18
2023-01-06,"Jammu and Kashmir",MOPED,2-Wheelers,2W_Personal,148
2023-01-06,"Jammu and Kashmir","MOTOR CAB",4-Wheelers,4W_Shared,0
2023-01-06,"Jammu and Kashmir","MOTOR CAR",4-Wheelers,4W_Personal,18
2023-01-06,"Jammu and Kashmir","OMNI BUS",Bus,Bus,0
2023-01-06,"Jammu and Kashmir","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,"Jammu and Kashmir","PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,"Jammu and Kashmir","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,3
2023-01-06,"Jammu and Kashmir","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,229
2023-01-06,"Jammu and Kashmir","TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,Karnataka,"ADAPTED VEHICLE",Others,Others,0
2023-01-06,Karnataka,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Karnataka,AMBULANCE,Others,Others,0
2023-01-06,Karnataka,"ARTICULATED VEHICLE",Others,Others,0
2023-01-06,Karnataka,BUS,Bus,Bus,0
2023-01-06,Karnataka,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Karnataka,"CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,Karnataka,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Karnataka,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Karnataka,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2
2023-01-06,Karnataka,"E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,15
2023-01-06,Karnataka,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2023-01-06,Karnataka,"EXCAVATOR (NT)",Others,Others,0
2023-01-06,Karnataka,"FORK LIFT",Others,Others,0
2023-01-06,Karnataka,"GOODS CARRIER",Others,Others,52
2023-01-06,Karnataka,HARVESTER,Others,Others,0
2023-01-06,Karnataka,"LIBRARY VAN",Others,Others,0
2023-01-06,Karnataka,"MAXI CAB",Others,Others,0
2023-01-06,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7526
2023-01-06,Karnataka,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,1
2023-01-06,Karnataka,"MOBILE CLINIC",Others,Others,0
2023-01-06,Karnataka,MOPED,2-Wheelers,2W_Personal,65
2023-01-06,Karnataka,"MOTOR CAB",4-Wheelers,4W_Shared,186
2023-01-06,Karnataka,"MOTOR CAR",4-Wheelers,4W_Personal,956
2023-01-06,Karnataka,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,Karnataka,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,138
2023-01-06,Karnataka,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Karnataka,"PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,Karnataka,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2023-01-06,Karnataka,"QUADRICYCLE (COMMERCIAL)",Others,Others,0
2023-01-06,Karnataka,"QUADRICYCLE (PRIVATE)",Others,Others,0
2023-01-06,Karnataka,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,147
2023-01-06,Karnataka,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,225
2023-01-06,Karnataka,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2023-01-06,Karnataka,"TOW TRUCK",Others,Others,0
2023-01-06,Karnataka,"TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,Karnataka,"TRAILER (AGRICULTURAL)",Others,Others,0
2023-01-06,Karnataka,"TRAILER (COMMERCIAL)",Others,Others,0
2023-01-06,Karnataka,"TRAILER FOR PERSONAL USE",Others,Others,0
2023-01-06,Karnataka,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2023-01-06,Kerala,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Kerala,AMBULANCE,Others,Others,0
2023-01-06,Kerala,"ARTICULATED VEHICLE",Others,Others,0
2023-01-06,Kerala,"BREAKDOWN VAN",Others,Others,0
2023-01-06,Kerala,BUS,Bus,Bus,0
2023-01-06,Kerala,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Kerala,"CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,Kerala,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Kerala,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Kerala,"E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,6
2023-01-06,Kerala,"GOODS CARRIER",Others,Others,1
2023-01-06,Kerala,HARVESTER,Others,Others,0
2023-01-06,Kerala,"MAXI CAB",Others,Others,0
2023-01-06,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4015
2023-01-06,Kerala,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,2
2023-01-06,Kerala,"MOBILE CANTEEN",Others,Others,0
2023-01-06,Kerala,MOPED,2-Wheelers,2W_Personal,0
2023-01-06,Kerala,"MOTOR CAB",4-Wheelers,4W_Shared,7
2023-01-06,Kerala,"MOTOR CAR",4-Wheelers,4W_Personal,878
2023-01-06,Kerala,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,3
2023-01-06,Kerala,"OMNI BUS",Bus,Bus,0
2023-01-06,Kerala,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Kerala,"PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,Kerala,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2023-01-06,Kerala,"QUADRICYCLE (COMMERCIAL)",Others,Others,0
2023-01-06,Kerala,"QUADRICYCLE (PRIVATE)",Others,Others,0
2023-01-06,Kerala,"RECOVERY VEHICLE",Others,Others,0
2023-01-06,Kerala,"ROAD ROLLER",Others,Others,0
2023-01-06,Kerala,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,54
2023-01-06,Kerala,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,180
2023-01-06,Kerala,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2023-01-06,Ladakh,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Ladakh,AMBULANCE,Others,Others,0
2023-01-06,Ladakh,BUS,Bus,Bus,0
2023-01-06,Ladakh,"CAMPER VAN / TRAILER",Others,Others,0
2023-01-06,Ladakh,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2023-01-06,Ladakh,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2023-01-06,Ladakh,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Ladakh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2023-01-06,Ladakh,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2023-01-06,Ladakh,"GOODS CARRIER",Others,Others,0
2023-01-06,Ladakh,"MAXI CAB",Others,Others,0
2023-01-06,Ladakh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2023-01-06,Ladakh,MOPED,2-Wheelers,2W_Personal,0
2023-01-06,Ladakh,"MOTOR CAB",4-Wheelers,4W_Shared,0
2023-01-06,Ladakh,"MOTOR CAR",4-Wheelers,4W_Personal,0
2023-01-06,Ladakh,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,Maharashtra,"ADAPTED VEHICLE",Others,Others,0
2023-01-06,Maharashtra,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Maharashtra,AMBULANCE,Others,Others,0
2023-01-06,Maharashtra,"ANIMAL AMBULANCE",Others,Others,0
2023-01-06,Maharashtra,"ARMOURED/SPECIALISED VEHICLE",Others,Others,0
2023-01-06,Maharashtra,"ARTICULATED VEHICLE",Others,Others,0
2023-01-06,Maharashtra,"AUXILIARY TRAILER",Others,Others,0
2023-01-06,Maharashtra,BUS,Bus,Bus,28
2023-01-06,Maharashtra,"CAMPER VAN / TRAILER",Others,Others,0
2023-01-06,Maharashtra,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2023-01-06,Maharashtra,"CASH VAN",Others,Others,0
2023-01-06,Maharashtra,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Maharashtra,"CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,Maharashtra,DUMPER,Others,Others,0
2023-01-06,Maharashtra,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,300
2023-01-06,Maharashtra,"E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,147
2023-01-06,Maharashtra,"EXCAVATOR (NT)",Others,Others,0
2023-01-06,Maharashtra,"FIRE FIGHTING VEHICLE",Others,Others,0
2023-01-06,Maharashtra,"FIRE TENDERS",Others,Others,0
2023-01-06,Maharashtra,"FORK LIFT",Others,Others,0
2023-01-06,Maharashtra,"GOODS CARRIER",Others,Others,29
2023-01-06,Maharashtra,HARVESTER,Others,Others,0
2023-01-06,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,8201
2023-01-06,Maharashtra,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2023-01-06,Maharashtra,"MOBILE CLINIC",Others,Others,0
2023-01-06,Maharashtra,MOPED,2-Wheelers,2W_Personal,246
2023-01-06,Maharashtra,"MOTOR CAB",4-Wheelers,4W_Shared,202
2023-01-06,Maharashtra,"MOTOR CAR",4-Wheelers,4W_Personal,1158
2023-01-06,Maharashtra,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,4
2023-01-06,Maharashtra,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Maharashtra,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2023-01-06,Maharashtra,"QUADRICYCLE (PRIVATE)",Others,Others,0
2023-01-06,Maharashtra,"ROAD ROLLER",Others,Others,0
2023-01-06,Maharashtra,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,188
2023-01-06,Maharashtra,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,210
2023-01-06,Maharashtra,"TOW TRUCK",Others,Others,0
2023-01-06,Maharashtra,"TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,Maharashtra,"TRAILER (AGRICULTURAL)",Others,Others,0
2023-01-06,Maharashtra,"TRAILER (COMMERCIAL)",Others,Others,0
2023-01-06,Maharashtra,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2023-01-06,Maharashtra,"VEHICLE FITTED WITH RIG",Others,Others,0
2023-01-06,Meghalaya,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Meghalaya,AMBULANCE,Others,Others,0
2023-01-06,Meghalaya,BUS,Bus,Bus,0
2023-01-06,Meghalaya,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Meghalaya,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Meghalaya,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Meghalaya,"EXCAVATOR (NT)",Others,Others,0
2023-01-06,Meghalaya,"GOODS CARRIER",Others,Others,0
2023-01-06,Meghalaya,"MAXI CAB",Others,Others,0
2023-01-06,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2023-01-06,Meghalaya,"MOTOR CAB",4-Wheelers,4W_Shared,0
2023-01-06,Meghalaya,"MOTOR CAR",4-Wheelers,4W_Personal,2
2023-01-06,Meghalaya,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Meghalaya,"PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,Meghalaya,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,1
2023-01-06,Meghalaya,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,3
2023-01-06,Meghalaya,"TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,Manipur,BUS,Bus,Bus,0
2023-01-06,Manipur,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Manipur,"GOODS CARRIER",Others,Others,0
2023-01-06,Manipur,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2023-01-06,Manipur,"MOTOR CAR",4-Wheelers,4W_Personal,0
2023-01-06,Manipur,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Manipur,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2023-01-06,"Madhya Pradesh","ADAPTED VEHICLE",Others,Others,0
2023-01-06,"Madhya Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,"Madhya Pradesh",AMBULANCE,Others,Others,0
2023-01-06,"Madhya Pradesh","ARTICULATED VEHICLE",Others,Others,0
2023-01-06,"Madhya Pradesh",BUS,Bus,Bus,3
2023-01-06,"Madhya Pradesh","CAMPER VAN / TRAILER",Others,Others,0
2023-01-06,"Madhya Pradesh","CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2023-01-06,"Madhya Pradesh","CASH VAN",Others,Others,0
2023-01-06,"Madhya Pradesh","CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,"Madhya Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,"Madhya Pradesh",DUMPER,Others,Others,0
2023-01-06,"Madhya Pradesh","EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,"Madhya Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,"Madhya Pradesh",E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2186
2023-01-06,"Madhya Pradesh","E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,113
2023-01-06,"Madhya Pradesh","EXCAVATOR (NT)",Others,Others,0
2023-01-06,"Madhya Pradesh","FIRE FIGHTING VEHICLE",Others,Others,0
2023-01-06,"Madhya Pradesh","GOODS CARRIER",Others,Others,0
2023-01-06,"Madhya Pradesh",HARVESTER,Others,Others,0
2023-01-06,"Madhya Pradesh","LUXURY CAB",4-Wheelers,4W_Shared,0
2023-01-06,"Madhya Pradesh","MAXI CAB",Others,Others,0
2023-01-06,"Madhya Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1660
2023-01-06,"Madhya Pradesh",MOPED,2-Wheelers,2W_Personal,11
2023-01-06,"Madhya Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,3
2023-01-06,"Madhya Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,104
2023-01-06,"Madhya Pradesh","MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,"Madhya Pradesh","OMNI BUS",Bus,Bus,0
2023-01-06,"Madhya Pradesh","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,"Madhya Pradesh","PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,"Madhya Pradesh","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,48
2023-01-06,"Madhya Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,203
2023-01-06,"Madhya Pradesh","THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,2
2023-01-06,"Madhya Pradesh","TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,"Madhya Pradesh",TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2023-01-06,"Madhya Pradesh","TRAILER (AGRICULTURAL)",Others,Others,0
2023-01-06,"Madhya Pradesh","TRAILER (COMMERCIAL)",Others,Others,0
2023-01-06,"Madhya Pradesh","VEHICLE FITTED WITH RIG",Others,Others,0
2023-01-06,Mizoram,AMBULANCE,Others,Others,0
2023-01-06,Mizoram,BUS,Bus,Bus,0
2023-01-06,Mizoram,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Mizoram,DUMPER,Others,Others,0
2023-01-06,Mizoram,"GOODS CARRIER",Others,Others,0
2023-01-06,Mizoram,"LUXURY CAB",4-Wheelers,4W_Shared,0
2023-01-06,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2023-01-06,Mizoram,"MOTOR CAB",4-Wheelers,4W_Shared,0
2023-01-06,Mizoram,"MOTOR CAR",4-Wheelers,4W_Personal,0
2023-01-06,Mizoram,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,Mizoram,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2023-01-06,Nagaland,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Nagaland,AMBULANCE,Others,Others,0
2023-01-06,Nagaland,BUS,Bus,Bus,0
2023-01-06,Nagaland,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Nagaland,DUMPER,Others,Others,0
2023-01-06,Nagaland,"GOODS CARRIER",Others,Others,0
2023-01-06,Nagaland,"MAXI CAB",Others,Others,0
2023-01-06,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2023-01-06,Nagaland,"MOTOR CAB",4-Wheelers,4W_Shared,0
2023-01-06,Nagaland,"MOTOR CAR",4-Wheelers,4W_Personal,0
2023-01-06,Nagaland,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,Nagaland,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2023-01-06,Nagaland,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2023-01-06,Odisha,"ADAPTED VEHICLE",Others,Others,0
2023-01-06,Odisha,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Odisha,AMBULANCE,Others,Others,0
2023-01-06,Odisha,"ARTICULATED VEHICLE",Others,Others,0
2023-01-06,Odisha,BUS,Bus,Bus,8
2023-01-06,Odisha,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Odisha,"CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,Odisha,DUMPER,Others,Others,0
2023-01-06,Odisha,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Odisha,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Odisha,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,239
2023-01-06,Odisha,"E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,15
2023-01-06,Odisha,"EXCAVATOR (NT)",Others,Others,0
2023-01-06,Odisha,"FIRE TENDERS",Others,Others,0
2023-01-06,Odisha,"FORK LIFT",Others,Others,0
2023-01-06,Odisha,"GOODS CARRIER",Others,Others,3
2023-01-06,Odisha,HARVESTER,Others,Others,0
2023-01-06,Odisha,"LUXURY CAB",4-Wheelers,4W_Shared,0
2023-01-06,Odisha,"MAXI CAB",Others,Others,0
2023-01-06,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2086
2023-01-06,Odisha,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2023-01-06,Odisha,MOPED,2-Wheelers,2W_Personal,34
2023-01-06,Odisha,"MOTOR CAB",4-Wheelers,4W_Shared,3
2023-01-06,Odisha,"MOTOR CAR",4-Wheelers,4W_Personal,86
2023-01-06,Odisha,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,Odisha,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,11
2023-01-06,Odisha,"OMNI BUS",Bus,Bus,0
2023-01-06,Odisha,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Odisha,"PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,Odisha,"SEMI-TRAILER (COMMERCIAL)",Others,Others,0
2023-01-06,Odisha,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,83
2023-01-06,Odisha,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,73
2023-01-06,Odisha,"TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,Odisha,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2023-01-06,Odisha,"TRAILER (COMMERCIAL)",Others,Others,0
2023-01-06,Odisha,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2023-01-06,Punjab,"ADAPTED VEHICLE",Others,Others,0
2023-01-06,Punjab,"AGRICULTURAL TRACTOR",Others,Others,3
2023-01-06,Punjab,AMBULANCE,Others,Others,0
2023-01-06,Punjab,"ARTICULATED VEHICLE",Others,Others,0
2023-01-06,Punjab,BUS,Bus,Bus,0
2023-01-06,Punjab,"CAMPER VAN / TRAILER",Others,Others,0
2023-01-06,Punjab,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Punjab,"CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,Punjab,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1366
2023-01-06,Punjab,"E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,106
2023-01-06,Punjab,"GOODS CARRIER",Others,Others,3
2023-01-06,Punjab,HARVESTER,Others,Others,0
2023-01-06,Punjab,"MAXI CAB",Others,Others,0
2023-01-06,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,501
2023-01-06,Punjab,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2023-01-06,Punjab,MOPED,2-Wheelers,2W_Personal,5
2023-01-06,Punjab,"MOTOR CAB",4-Wheelers,4W_Shared,2
2023-01-06,Punjab,"MOTOR CAR",4-Wheelers,4W_Personal,74
2023-01-06,Punjab,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2023-01-06,Punjab,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,28
2023-01-06,Punjab,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Punjab,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,5
2023-01-06,Punjab,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,23
2023-01-06,Punjab,"TRACTOR (COMMERCIAL)",Others,Others,0
2023-01-06,Puducherry,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Puducherry,AMBULANCE,Others,Others,0
2023-01-06,Puducherry,BUS,Bus,Bus,0
2023-01-06,Puducherry,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2023-01-06,Puducherry,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Puducherry,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Puducherry,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Puducherry,"GOODS CARRIER",Others,Others,0
2023-01-06,Puducherry,"MAXI CAB",Others,Others,0
2023-01-06,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,140
2023-01-06,Puducherry,MOPED,2-Wheelers,2W_Personal,0
2023-01-06,Puducherry,"MOTOR CAB",4-Wheelers,4W_Shared,6
2023-01-06,Puducherry,"MOTOR CAR",4-Wheelers,4W_Personal,2
2023-01-06,Puducherry,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2023-01-06,Puducherry,"OMNI BUS",Bus,Bus,0
2023-01-06,Puducherry,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2023-01-06,Puducherry,"PRIVATE SERVICE VEHICLE",Others,Others,0
2023-01-06,Puducherry,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,3
2023-01-06,Puducherry,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,2
2023-01-06,Rajasthan,"ADAPTED VEHICLE",Others,Others,0
2023-01-06,Rajasthan,"AGRICULTURAL TRACTOR",Others,Others,0
2023-01-06,Rajasthan,AMBULANCE,Others,Others,0
2023-01-06,Rajasthan,"ANIMAL AMBULANCE",Others,Others,0
2023-01-06,Rajasthan,"ARTICULATED VEHICLE",Others,Others,1
2023-01-06,Rajasthan,BUS,Bus,Bus,1
2023-01-06,Rajasthan,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2023-01-06,Rajasthan,"CRANE MOUNTED VEHICLE",Others,Others,0
2023-01-06,Rajasthan,DUMPER,Others,Others,0
2023-01-06,Rajasthan,"EARTH MOVING EQUIPMENT",Others,Others,0
2023-01-06,Rajasthan,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2023-01-06,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1979
2023-01-06,Rajasthan,"E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,435
2023-01-06,Rajasthan,"FORK LIFT",Others,Others,0
2023-01-06,Rajasthan,"GOODS CARRIER",Others,Others,4
2023-01-06,Rajasthan,HARVESTER,Others,Others,0
2023-01-06,Rajasthan,"MAXI CAB",Others,Others,0
2023-01-06,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3085
2023-01-06,Rajasthan,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2023-01-06,Rajasthan,MOPED,2-Wheelers,2W_Personal,71
2023-01-06,Rajasthan,"MOTOR CAB",4-Wheelers,4W_Shared,8
2023-01-06,Rajasthan,"MOTOR CAR",4-Wheelers,4W_Personal,372
2023-01-06,Rajasthan,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
